,Area,YearBuilt,Rooms,Location,Price,Floor
420,۹۵,۱۴۰۲,۲, بریانک,۶۲۰۰۰۰۰۰۰۰,۳ 
421,۱۲۲,۱۴۰۱,۳, جی,۷۵۰۳۰۰۰۰۰۰,۳ 
422,۱۴۲,۱۳۹۷,۲, آرژانتین,۲۱۳۰۰۰۰۰۰۰۰,0
423,۶۲,۱۳۹۸,۲, مبارک‌آباد بهشتی,۱۸۰۰۰۰۰۰۰۰,۱
424,۲۰۷,۱۳۸۸,۳, ولنجک,۳۳۰۰۰۰۰۰۰۰۰,۳ 
425,۳۵,۱۳۹۸,۱, آجودانیه,۲۷۰۰۰۰۰۰۰۰۰,۳
426,۱۳۸,۱۳۹۸,۲, ولنجک,۱۹۰۰۰۰۰۰۰۰۰,۳
427,۵۳,۱۳۹۲,۱, لشکر,۳۵۵۰۰۰۰۰۰۰,۱
428,۱۰۰,۱۴۰۰,۲, مبارک‌آباد بهشتی,۳۳۰۰۰۰۰۰۰۰,۲
429,۸۴,۱۳۸۴,۲, ایران,۴۷۰۰۰۰۰۰۰۰,۴
430,۴۱,۱۳۷۶,0, بریانک,۱۶۱۰۰۰۰۰۰۰,0
431,۱۸۸,۱۴۰۲,۳, زعفرانیه,۵۳۰۰۰۰۰۰۰۰۰,۳ 
432,۳۴۵,۱۳۹۵,4, سعادت‌آباد,۶۵۰۰۰۰۰۰۰۰۰,۶
433,۱۱۸,۱۳۸۶,۳, سهروردی,۱۴۵۰۰۰۰۰۰۰۰,۴ 
434,۱۳۷,۱۴۰۰,۲, جردن,۲۱۵۰۰۰۰۰۰۰۰,۴ 
435,۱۰۵,۱۴۰۰,۲, دربند,۱۳۵۰۰۰۰۰۰۰۰,۲
436,۴۳,۱۳۹۳,۱, لشکر,۲۸۳۰۰۰۰۰۰۰,۲
437,۸۶,۱۳۹۴,۲, جنت‌آباد مرکزی,۱۰۵۰۰۰۰۰۰۰۰,۲
438,۶۳,۱۳۸۳,۲, جنت‌آباد مرکزی,۶۶۱۰۰۰۰۰۰۰,۲ 
439,۲۰۲,۱۴۰۲,۳, سعادت‌آباد,۴۰۰۰۰۰۰۰۰۰۰,۵
440,۲۳۵,۱۴۰۲,۳, سعادت‌آباد,۷۰۰۰۰۰۰۰۰۰۰,۴
441,۱۶۵,۱۴۰۲,۳, دریاچه شهدای خلیج فارس,۱۱۵۰۰۰۰۰۰۰۰,۱۲ 
442,۱۰۶,۱۴۰۲,۲, استاد معین,۸۱۶۰۰۰۰۰۰۰,۳ 
443,۲۳۵,۱۴۰۱,۳, کوهک,۳۰۵۵۰۰۰۰۰۰۰,۱۹
444,۲۴۰,۱۳۹۵,۳, دروس,۴۸۰۰۰۰۰۰۰۰۰,۳ 
445,۱۹۰,۱۳۸۴,۳, دروس,۳۱۰۰۰۰۰۰۰۰۰,۲
446,۹۳,۱۳۹۳,۲, دروس,۱۷۶۵۰۰۰۰۰۰۰,0
447,۱۶۰,۱۳۹۷,۳, سعادت‌آباد,۲۶۹۹۹۰۰۰۰۰۰,۲ 
448,۱۳۰,۱۳۹۸,۲, دریاچه شهدای خلیج فارس,۱۴۵۰۰۰۰۰۰۰۰,۱۹
449,۱۲۲,۱۳۸۵,۲, پاسداران,۱۴۰۰۰۰۰۰۰۰۰,۲ 
450,۲۵۰,۱۴۰۲,۴, دریاچه شهدای خلیج فارس,۵۵۰۰۰۰۰۰۰۰,۱۸ 
451,۱۵۰,۱۴۰۱,۳, سعادت‌آباد,۳۰۰۰۰۰۰۰۰۰۰,۵ 
452,۶۱,۱۳۸۲,۱, قنات‌کوثر,۴۵۰۰۰۰۰۰۰۰,0
453,۹۲,۱۳۸۱,۲, اباذر,۶۵۰۰۰۰۰۰۰۰,۳
454,۷۰,۱۳۹۲,۱, نعمت‌آباد,۲۴۵۰۰۰۰۰۰۰,0
455,۴۷,۱۳۹۷,۱, جیحون,۳۱۲۰۰۰۰۰۰۰,۱ 
456,۷۲,۱۳۹۱,۲, تهرانپارس شرقی,۵۱۰۰۰۰۰۰۰۰,۵
457,۱۴۰,۱۳۹۷,۳, دروس,۲۴۸۰۰۰۰۰۰۰۰,۲ 
458,۹۶,۱۳۹۷,۲, زنجان,۶۳۵۰۰۰۰۰۰۰,۱ 
459,۱۱۵,۱۴۰۲,۳, دیلمان,۹۳۰۰۰۰۰۰۰۰,۳
460,۸۸,۱۳۹۲,۲, ازگل,۲۱۰۰۰۰۰۰۰۰۰,۳
461,۵۸,۱۳۸۳,۲, کوی فردوس,۵۶۵۰۰۰۰۰۰۰,0
462,۵۴,۱۳۸۱,۱, کوی فردوس,۴۸۰۰۰۰۰۰۰۰,0
463,۵۷,۱۳۸۷,۱, سازمان برنامه,۵۲۰۰۰۰۰۰۰۰,0
464,۶۷,۱۴۰۲,۱, پونک,۸۹۸۰۰۰۰۰۰۰,۳ 
465,۷۳,۱۴۰۰,۲, فرمانیه,۱۱۵۰۰۰۰۰۰۰۰,۲ 
466,۱۱۴,۱۴۰۰,۲, سوهانک,۱۴۸۰۰۰۰۰۰۰۰,۲ 
467,۸۵,۱۴۰۰,۲, حکیمیه,۱۰۵۰۰۰۰۰۰۰,0
468,۱۲۰,۱۳۹۴,۲, دریاچه شهدای خلیج فارس,۸۳۰۰۰۰۰۰۰۰,0
469,۶۰,۱۳۷۷,۱, خانی‌آباد نو,۵۸۰۰۰۰۰۰۰۰,0
470,۱۷۶,۱۴۰۰,۳, مرزداران,۳۳۰۰۰۰۰۰۰۰۰,۳ 
471,۱۱۶,۱۳۸۶,۳, شهران جنوبی,۱۲۲۰۰۰۰۰۰۰۰,۵ 
472,۸۲,۱۳۸۰,۲, آذربایجان,۴۲۵۰۰۰۰۰۰۰,۱ 
473,۱۲۸,۱۳۹۲,۳, ایوانک,۲۱۸۰۰۰۰۰۰۰۰,۳ 
474,۱۰۷,۱۳۹۳,۲, پونک,۱۲۶۰۰۰۰۰۰۰۰,۵ 
475,۷۵,۱۳۸۸,۲, افسریه,۴۵۰۰۰۰۰۰۰۰,0
476,۵۰,۱۳۸۲,۱, جی,۲۸۵۰۰۰۰۰۰۰,۳ 
477,۱۸۲,۱۴۰۰,۳, جنت‌آباد مرکزی,۲۲۸۰۰۰۰۰۰۰۰,۳ 
478,۶۸,۱۳۸۰,۲, پونک,۶۳۰۰۰۰۰۰۰۰,0
479,۲۶۰,۱۳۸۴,۴, فرمانیه,۳۸۰۰۰۰۰۰۰۰۰,۶
480,۴۶,۱۳۹۵,۱, جیحون,۳۱۰۰۰۰۰۰۰۰,۴ 
481,۱۰۶,۱۴۰۰,۲, دریاچه شهدای خلیج فارس,۱۰۶۰۰۰۰۰۰۰۰,۷
482,۷۸,۱۳۸۵,۲, کوی فردوس,۷۹۵۰۰۰۰۰۰۰,۱ 
483,۹۸,۱۳۹۵,۲, جنت‌آباد جنوبی,۹۶۰۰۰۰۰۰۰۰,۳ 
484,۵۳,۱۳۷۶,۱, تهرانپارس شرقی,۴۲۵۰۰۰۰۰۰۰,0
485,۱۶۸,1370,۲, عباس‌آباد,۱۶۵۰۰۰۰۰۰۰۰,0
486,۱۷۰,۱۳۹۷,۳, نیاوران,۴۲۰۰۰۰۰۰۰۰۰,۱
487,۷۹,۱۳۹۳,۲, کوی فردوس,۸۰۰۰۰۰۰۰۰۰,۴ 
488,۸۸,۱۳۸۵,۲, شهرک پرواز,۷۰۰۰۰۰۰۰۰۰,۴ 
489,۱۴۰,۱۳۹۶,۲, شهرک شهید باقری,۹۷۳۰۰۰۰۰۰۰,۳ 
490,۲۲۵,۱۳۸۸,۳, زعفرانیه,۵۲۸۷۵۰۰۰۰۰۰,۶
491,۵۴,۱۳۸۰,۱, جیحون,۳۶۰۰۰۰۰۰۰۰,۱ 
492,۹۶,۱۳۸۹,۲, پونک,۹۹۰۰۰۰۰۰۰۰,۱ 
493,۱۴۸,۱۴۰۱,۳, سلسبیل,۱۲۰۰۰۰۰۰۰۰,0
494,۱۳۰,۱۳۸۶,۲, قیطریه,۱۷۸۰۰۰۰۰۰۰۰,۵
495,۱۸۵,۱۳۸۵,۳, ونک,۲۰۳۵۰۰۰۰۰۰۰,۵ 
496,۳۳۵,۱۳۹۵,۴, الهیه,۸۴۰۰۰۰۰۰۰۰۰,۲۴
497,۱۰۹,۱۳۷۹,۲, ظفر,۱۲۲۰۰۰۰۰۰۰۰,۲
498,۴۰,۱۳۸۸,۱, مسعودیه,۲۵۰۰۰۰۰۰۰۰,0
499,۶۵,۱۴۰۲,۲, آبشار,۲۵۰۰۰۰۰۰۰۰,۱۰
500,۸۵,۱۳۸۰,۲, اقدسیه,۸۲۰۰۰۰۰۰۰۰,0
501,۱۱۵,۱۳۹۵,۲, زعفرانیه,۳۰۰۰۰۰۰۰۰۰۰,۴
502,۱۸۵,۱۴۰۱,۳, زعفرانیه,۴۵۰۰۰۰۰۰۰۰۰,۵
503,۹۵,۱۳۹۸,۲, نارمک,۱۱۰۰۰۰۰۰۰۰۰,۱ 
504,۵۳,۱۳۹۶,۲, اندیشه (شهر زیبا),۱۹۰۰۰۰۰۰۰۰,۱ 
505,۱۱۶,۱۳۹۲,۲, سعادت‌آباد,۱۴۰۰۰۰۰۰۰۰۰,۲
506,۵۶,۱۳۹۱,۱, امامزاده حسن(ع),۳۹۵۰۰۰۰۰۰۰,۴ 
507,۱۳۹,۱۴۰۲,۳, پونک,۲۳۰۰۰۰۰۰۰۰۰,۵
508,۱۱۸,۱۴۰۱,۲, میرداماد,۱۹۵۰۰۰۰۰۰۰۰,۲
509,۸۰,۱۳۸۹,۲, شهرآرا,۸۷۵۰۰۰۰۰۰۰,۲
510,۲۱۷,۱۳۹۹,۳, زعفرانیه,۸۸۰۰۰۰۰۰۰۰۰,۴
511,۸۰,۱۴۰۲,۲, مبارک‌آباد بهشتی,۲۴۰۰۰۰۰۰۰۰,۲
512,۳۱۸,۱۳۸۵,۳, الهیه,۶۲۰۰۰۰۰۰۰۰۰,۶
513,۱۲۴,۱۳۸۷,۲, ایران,۸۴۰۰۰۰۰۰۰۰,0
514,۷۵,۱۳۹۵,۲, مرزداران,۸۹۰۰۰۰۰۰۰۰,۴ 
515,۱۰۵,۱۳۹۹,۲, ظفر,۱۶۲۷۵۰۰۰۰۰۰,۵
516,۱۵۵,۱۴۰۲,۳, کوی فراز,۲۷۰۰۰۰۰۰۰۰۰,۱ 
517,۹۵,۱۳۹۵,۲, نیاوران,۱۵۵۰۰۰۰۰۰۰۰,۱ 
518,۸۰,۱۴۰۲,۲, خواجه نظام الملک,۶۳۰۰۰۰۰۰۰۰,۴ 
519,۳۶,۱۳۹۷,0, آذربایجان,۲۵۰۰۰۰۰۰۰۱,۱ 
520,۹۳,۱۴۰۰,۲, مبارک‌آباد بهشتی,۲۹۰۰۰۰۰۰۰۰,۳
521,۸۰,۱۴۰۲,۲, جمهوری,۳۶۰۰۰۰۰۰۰۰,۴
522,۷۰,۱۳۸۶,۲, ستارخان,۷۶۰۰۰۰۰۰۰۰,۶ 
523,۱۱۵,۱۳۹۵,۲, مرزداران,۱۴۵۶۰۰۰۰۰۰۰,۴ 
524,۱۸۰,۱۳۹۹,۳, ولنجک,۴۱۰۰۰۰۰۰۰۰۰,۵ 
525,۲۲۰,1370,۴, بلوار کشاورز,۱۳۲۰۰۰۰۰۰۰۰,۲ 
526,۵۱,۱۳۹۵,۱, جیحون,۳۳۰۰۰۰۰۰۰۰,۴ 
527,۷۷,۱۳۷۷,۲, سیزده آبان,۳۲۰۰۰۰۰۰۰۰,0
528,۱۲۳,۱۴۰۲,۲, پاسداران,۱۶۰۰۰۰۰۰۰۰۰,۱۲ 
529,۵۵,۱۳۹۰,۱, وردآورد,۳۰۰۰۰۰۰۰۰۰,0
530,۳۸۰,۱۳۹۹,۳, زعفرانیه,۱۰۰۰۰۰۰۰۰۰۰۰,۸
531,۹۵,۱۴۰۲,۲, نازی‌آباد,۸۱۰۰۰۰۰۰۰۰,0
532,۳۲۰,۱۳۹۷,۳, زعفرانیه,۵۰۰۰۰۰۰۰۰۰۰,۲
533,۱۳۰,۱۳۸۸,۲, ولنجک,۲۰۰۰۰۰۰۰۰۰۰,۱۰
534,۴۲,۱۳۸۰,۱, بریانک,۲۲۵۰۰۰۰۰۰۰,۲ 
535,۶۸,۱۳۹۴,۲, اندیشه (شهر زیبا),۱۸۰۰۰۰۰۰۰۰,0
536,۴۰,۱۳۸۲,۱, پیروزی,۲۵۳۰۰۰۰۰۰۰,۱ 
537,۸۲,۱۳۸۲,۲, کوی فردوس,۷۵۰۰۰۰۰۰۰۰,۴
538,۱۰۱,۱۳۹۷,۲, کوی فردوس,۱۱۱۰۰۰۰۰۰۰۰,۲
539,۵۹,۱۳۹۱,۲, اندیشه (شهر زیبا),۱۹۵۰۰۰۰۰۰۰,۲ 
540,۲۴۳,۱۳۹۲,۳, زعفرانیه,۶۰۰۰۰۰۰۰۰۰۰,۹
541,۲۱۹,۱۳۹۷,۳, پاسداران,۴۱۱۰۰۰۰۰۰۰۰,۴ 
542,۳۷۰,۱۳۹۷,۴, پاسداران,۹۰۰۰۰۰۰۰۰۰۰,۴ 
543,۲۷۰,۱۳۹۷,۴, پاسداران,۴۸۵۰۰۰۰۰۰۰۰,۴ 
544,۶۳,۱۳۸۷,۱, نازی‌آباد,۳۵۰۰۰۰۰۰۰۰,0
545,۵۰,۱۳۸۲,۱, امیرآباد,۴۹۰۰۰۰۰۰۰۰,۲ 
546,۶۹,۱۳۹۴,۲, هفت چنار,۴۷۰۰۰۰۰۰۰۰,۱ 
547,۲۴۰,۱۴۰۲,۳, فرمانیه,۵۲۵۰۰۰۰۰۰۰۰,۲۲
548,۱۱۳,۱۳۹۴,۲, جنت‌آباد مرکزی,۱۲۵۰۰۰۰۰۰۰۰,۳ 
549,۱۶۰,۱۴۰۱,۳, پاسداران,۲۸۸۰۰۰۰۰۰۰۰,۳ 
550,۱۲۷,۱۳۹۰,۲, آبشار تهران,۷۷۵۰۰۰۰۰۰۰,۴
551,۱۸۰,۱۴۰۲,۳, پاسداران,۴۴۰۰۰۰۰۰۰۰۰,۴ 
552,۱۹۴,۱۴۰۲,۳, پاسداران,۲۲۳۱۰۰۰۰۰۰۰,۹ 
553,۱۱۰,۱۳۸۹,۲, ولنجک,۱۸۸۰۰۰۰۰۰۰۰,۵
554,۴۲,۱۳۹۷,۱, خزانه,۲۱۴۵۰۰۰۰۰۰,۱ 
555,۶۷,۱۳۹۴,۲, اندیشه (شهر زیبا),۳۳۷۰۰۰۰۰۰۰,۲ 
556,۱۷۰,۱۳۹۸,۳, میرداماد,۲۷۰۰۰۰۰۰۰۰۰,۴
557,۲۵۵,۱۳۸۵,۴, فرمانیه,۳۸۰۰۰۰۰۰۰۰۰,۵ 
558,۲۰۰,۱۴۰۱,۳, زعفرانیه,۶۰۰۰۰۰۰۰۰۰۰,۲
559,۱۸۱,۱۳۹۲,۳, پاسداران,۲۹۰۰۰۰۰۰۰۰۰,۳ 
560,۱۸۳,۱۳۹۲,۳, نیاوران,۳۳۴۸۵۰۰۰۰۰۰,۲
561,۱۱۰,۱۴۰۱,۲, پاسداران,۱۴۰۰۰۰۰۰۰۰۰,۷
562,۲۷۰,۱۳۹۶,۳, نیاوران,۶۲۰۰۰۰۰۰۰۰۰,۶ 
563,۴۰,۱۴۰۲,۱, سبلان,۲۸۲۰۰۰۰۰۰۰,۲ 
564,۶۷,۱۳۸۵,۲, شهرک شهید باقری,۵۱۰۰۰۰۰۰۰۰,۴
565,۱۲۵,۱۳۹۱,۳, سرو آزاد,۹۵۰۰۰۰۰۰۰۰,۳ 
566,۷۶,۱۳۹۶,۱, هروی,۹۸۰۰۰۰۰۰۰۰,۲ 
567,۱۰۲,۱۳۸۵,۲, شهران شمالی,۱۰۸۰۰۰۰۰۰۰۰,۱ 
568,۱۲۰,۱۳۸۵,۲, سعادت‌آباد,۱۶۰۰۰۰۰۰۰۰۰,۱ 
569,۱۳۴,۱۳۹۷,۲, کامرانیه,۲۳۲۰۰۰۰۰۰۰۰,۱ 
570,۸۹,۱۳۹۹,۲, وحیدیه,۶۶۰۰۰۰۰۰۰۰,۵
571,۱۳۱,۱۳۸۲,۲, شهرک غرب,۳۰۷۸۵۰۰۰۰۰۰,0
572,۱۱۲,۱۴۰۲,۲, صادقیه,۲۵۷۶۰۰۰۰۰۰,۱۰
573,۷۴,۱۳۸۲,۲, جنت‌آباد جنوبی,۷۰۰۰۰۰۰۰۰۰,۴
574,۱۰۰,۱۴۰۲,۲, دریاچه شهدای خلیج فارس,۲۲۰۰۰۰۰۰۰۰۰,۱۵ 
575,۱۵۱,۱۳۸۸,۳, دروس,۲۰۴۵۰۰۰۰۰۰۰,۵
576,۱۰۰,۱۴۰۲,۲, دریاچه شهدای خلیج فارس,۲۶۰۰۰۰۰۰۰۰,۸ 
577,۲۷۷,۱۳۹۱,۴, دروس,۳۴۰۰۰۰۰۰۰۰۰,۳
578,۱۱۸,۱۴۰۲,۲, قیطریه,۲۹۰۰۰۰۰۰۰۰۰,۵ 
579,۹۵,1370,۲, سلسبیل,۴۷۰۰۰۰۰۰۰۰,0
580,۹۷,۱۳۹۵,۲, اختیاریه,۱۳۱۰۰۰۰۰۰۰۰,۳ 
581,۱۸۰,۱۳۸۸,۳, الهیه,۲۳۰۰۰۰۰۰۰۰۰,۵
582,۱۱۱,۱۳۸۷,۲, اختیاریه,۱۳۰۰۰۰۰۰۰۰۰,۱
583,۲۱۷,۱۴۰۲,۳, پاسداران,۳۴۶۰۰۰۰۰۰۰۰,۱
584,۱۰۸,۱۳۸۰,۲, زعفرانیه,۱۸۵۰۰۰۰۰۰۰۰,۳ 
585,۶۵,۱۳۸۶,۲, شهرک کیانشهر,۲۲۰۰۰۰۰۰۰۰,0
586,۱۸۳,۱۴۰۱,۳, هروی,۱۹۸۰۰۰۰۰۰۰۰,۷ 
587,۱۳۶,۱۳۹۸,۳, پاسداران,۱۶۷۰۰۰۰۰۰۰۰,۴ 
588,۱۴۰,۱۴۰۰,۳, اباذر,۱۸۵۰۰۰۰۰۰۰۰,۵ 
589,۵۳,۱۳۹۵,۱, سیزده آبان,۲۵۲۰۰۰۰۰۰۰,0
590,۱۳۵,۱۳۹۹,۲, ازگل,۲۲۹۵۰۰۰۰۰۰۰,۹ 
591,۱۱۰,۱۳۹۴,۲, تاکسیرانی,۱۰۰۰۰۰۰۰۰۰۰,0
592,۱۰۶,۱۳۹۶,۲, جردن,۱۴۳۵۰۰۰۰۰۰۰,۳ 
593,۱۶۲,۱۴۰۲,۳, اتابک,۲۶۹۵۰۰۰۰۰۰,0
594,۱۲۵,۱۳۸۷,۲, الهیه,۱۸۵۰۰۰۰۰۰۰۰,۳ 
595,۳۱۰,۱۴۰۲,۴, الهیه,۹۳۰۰۰۰۰۰۰۰۰,۶
596,۴۱,۱۳۸۰,۱, جی,۲۴۰۰۰۰۰۰۰۰,۳ 
597,۱۶۵,۱۴۰۲,۳, کوی فردوس,۱۸۵۰۰۰۰۰۰۰۰,۴
598,۱۲۵,۱۴۰۲,۲, آبشار تهران,۳۴۰۰۰۰۰۰۰۰,۲۲
599,۸۴,۱۳۹۷,۲, جنت‌آباد شمالی,۹۵۹۰۰۰۰۰۰۰,۵ 
600,۶۵,۱۳۹۸,۱, شهران جنوبی,۶۴۰۰۰۰۰۰۰۰,۸ 
601,۱۷۵,۱۳۹۷,۳, هروی,۲۷۰۰۰۰۰۰۰۰۰,۲ 
602,۶۰,۱۳۸۶,۱, فلاح,۲۰۷۰۰۰۰۰۰۰,۱ 
603,۸۶,۱۳۹۰,۲, سازمان برنامه,۸۲۰۰۰۰۰۰۰۰,۲
604,۶۰,۱۳۹۲,۱, دروس,۹۹۵۰۰۰۰۰۰۰,۱ 
605,۷۸,۱۳۸۶,۲, سازمان برنامه,۶۸۸۰۰۰۰۰۰۰,۱ 
606,۲۴۰,۱۴۰۲,۳, زعفرانیه,۶۷۰۰۰۰۰۰۰۰,۲
607,۵۱,۱۳۹۵,۱, مولوی,۲۰۰۰۰۰۰۰۰۰,۱ 
608,۷۸,۱۳۹۹,۲, مولوی,۲۴۹۰۰۰۰۰۰۰,۴ 
609,۵۳,۱۴۰۰,۱, سعادت‌آباد,۱۲۰۰۰۰۰۰۰۰۰,۳ 
610,۹۰,۱۳۸۲,۲, شهرک نفت (منطقه ۵),۸۵۰۰۰۰۰۰۰۰,۲
611,۸۸,۱۳۹۵,۲, جنت‌آباد جنوبی,۹۲۰۰۰۰۰۰۰۰,۵ 
612,۱۱۵,۱۳۹۷,۲, ستارخان,۱۲۳۰۰۰۰۰۰۰۰,۴ 
613,۱۳۷,۱۴۰۲,۲, نیرو هوایی,۱۲۳۳۰۰۰۰۰۰۰,0
614,۱۰۱,۱۳۸۶,۲, جنت‌آباد مرکزی,۹۳۰۰۰۰۰۰۰۰,۲
615,۱۱۴,۱۴۰۱,۲, هفت حوض,۱۳۷۰۰۰۰۰۰۰۰,۴ 
616,۸۰,۱۳۷۹,۲, سازمان برنامه,۸۱۸۰۰۰۰۰۰۰,۵
617,۱۰۳,۱۳۸۸,۲, سازمان برنامه,۹۷۰۰۰۰۰۰۰۰,۲ 
618,۴۵,۱۳۸۹,۱, یافت‌آباد,۲۰۰۰۰۰۰۰۰۰,0
619,۱۱۰,۱۴۰۲,۲, دریاچه شهدای خلیج فارس,۱۰۰۰۰۰۰۰۰۰۰,۴ 
620,۶۱,۱۳۸۰,۲, بهار,۴۹۰۰۰۰۰۰۰۰,۲ 
621,۱۲۰,۱۴۰۱,۲, زعفرانیه,۳۶۰۰۰۰۰۰۰۰۰,۳
622,۴۰,۱۳۸۳,۱, پیروزی,۲۷۵۰۰۰۰۰۰۰,0
623,۶۴,۱۳۸۵,۲, جنت‌آباد جنوبی,۵۸۰۰۰۰۰۰۰۰,۳
624,۶۰,۱۳۹۸,۱, مبارک‌آباد بهشتی,۲۰۴۰۰۰۰۰۰۰,۱
625,۷۴,۱۳۹۲,۱, دانشگاه شریف,۵۷۵۰۰۰۰۰۰۰,۳ 
626,۱۱۰,۱۴۰۲,۲, آبشار تهران,۳۳۰۰۰۰۰۰۰۰,۱۷ 
627,۶۷,۱۳۹۷,۱, مبارک‌آباد بهشتی,۱۷۴۰۰۰۰۰۰۰,۳ 
628,۱۱۲,۱۳۹۵,۳, مرزداران,۱۲۵۰۰۰۰۰۰۰۰,۴
